Abigail,Abbey,Abbi,Abbie,Abby,Abi,Gail,Gayle
Adele,Addie,Aggie
Adeline,Addie,Aggie
Adelaide,Addie,Aggie
Alison,Ali,Allie,Ally,Aly
Alyson,Ali
Allyson,Ali
Allison,Ali
Allie,Ali
Alexandra,Allie,Ally,Aly,Lexi,Lexie,Sandy
Alice,Ally
Alyssa,Aly
Andrea,Andy
Angela,Angie
Ashley,Ash
Ashlee,Ash
Barbara,Babs,Barb,Barbie
Beatrice,Bea,Trixie
Rebecca,Becca,Becki,Becky,Beki,Bel
Becky,Becki,Beki,Bel
Belle,Bell
Isabella,Bella
Arabella,Bella
Isabelle,Belle
Annabelle,Belle
More,Belle
Bernice,Bennie,Benny
Bernadette,Bennie,Benny
Elizabeth,Bess,Bessie,Bessy,Betsy,Bette,Izzy,Libby,Lilibet,Liz,Lizzie,Lizzy
Bessie,Bessy
Betty,Bette
Bridget,Biddie,Biddy
Roberta,Bobbi,Bobbie,Bobby,Robbi,Robby
Caroline,Cal,Callie,Carrie,Cary
Candace,Candy
Candice,Candy
Cassandra,Cass,Cassie,Cat
Catherine,Cath,Catie,Kate,Katie
Cecily,Cecie
Cecilia,CeeCee,Ceecee,Sissy
Charlotte,Charley,Charlie,Lottie
Charlene,Charley,Charlie
Cherilyn,Cher
Christina,Chris,Chrissie,Chrissy,Christy,Kris,Kristi,Kristie,Kristy
Christine,Chrissie,Chrissy,Christie
Christie,Christy,Kristi,Kristie,Kristy
Cynthia,Cindy
Lucinda,Cindy
Clementine,Clem
Constance,Connie
Concepci,Connie
Cora,Corrie
Corinne,Corrie
Dutch,Corrie
Cornelia,Corrie
Danielle,Dani,Danny
Rae,Dannie
Daniella,Danny
Daniela,Danny
Deborah,Deb,Debbie,Debby
Diana,Di
Dorothy,Dodie,Doll,Dolly,Dot
Dolores,Dolly
Esther,Essie,Hetty
Ethel,Eth
Henrietta,Etta,Hetty
Frances,Fannie,Fanny,Fay,Fran,Francie,Frannie,Franny
Faith,Fay
Fay,Faye
Short,Fi
Fiona,Fi
Felicity,Fliss
Florence,Flo,Florrie,Flossie,Flossy,Floy
Flora,Flo,Florrie
Francine,Fran,Francie,Frannie,Franny
Gabrielle,Gabby
Gabriella,Gabby
Gabriela,Gabby
Gail,Gayle
Gina,Gena
Georgina,George,Georgie,Gina
Georgia,George
Ann,George,Jo,Nan,Nannie,Nanny
Geraldine,Gerry
Gertrude,Gertie,Trudie,Trudy
Regina,Gina
Virginia,Ginny
Ginevra,Ginny
Grace,Gracie
Harriet,Hallie,Hattie
Hester,Hetty
Isabel,Isy,Izzy
Isobel,Isy,Izzy
Jacqueline,Jackie,Jacky,Jacqui,Jan
Jacquelyn,Jackie
Jane,Janie
Jasmine,Jas,Jaz
Jean,Jeanie,Jeannie
Jemima,Jem
Jennifer,Jen,Jenn,Jenni
Jessica,Jess,Jessie
Jessie,Jesse
Janet,Jessie
Sheila,Jill
Ienken,Jill
Iulyan,Jill
Jack,Jill
Jill,Jilly
Jillian,Jilly
Julia,Jilly,Juley
Josephine,Jo
Joan,Jo
Joanna,Jo,Jojo,Josie
Often,Jo
Mary,Jo,Mamie,May,Polly
Judith,Jodi,Jodie,Jody,Judie,Judy
Jo,Jodi,Jodie,Jody
Joanne,Jojo,Josie
Judy,Judie
June,Junie
Katharine,Kat
Katherine,Kat,Katy,Kay,Kit,Kitty
Also,Kate,Rosie
Kay,Kaye
Kerry,Kez
Kimberley,Kimmy
Kimberly,Kimmy
Kristina,Kris,Krissie
Laura,Laurie
Popular,Laurie,Minnie
Leslie,Les
Letitia,Lettie,Letty,Tisha,Titty
Alexis,Lexi,Lexie
Alexa,Lexi
Alexia,Lexi,Lexie
Lydia,Liddy
Lilian,Lil
Lillian,Lil,Lillie,Lilly
Lily,Lillie,Lilly
Linda,Lindie,Lindy
Lindsay,Lindie,Lindy
Olivia,Livvy,Ollie
Louisa,Lou,Lulu
Louise,Lou,Lulu
Lucy,Lu,Lulu
Evelyn,Lyn
Carolyn,Lyn
Lynn,Lynne
Margaret,Madge,Maggie,Mags,Marge,Margie,May,Meg,Meggie
Madonna,Madge
Maggie,Mags
Mavis,Mamie
Martha,Marty,Mattie,Matty
Martina,Marty
Matilda,Mattie,Matty,Tillie,Tilly
Spelling,Matty
Mattie,Matty
Maud,Maudie
Maude,Maudie
Maxine,Maxie,Maxy
Megan,Meg,Meggie
Melanie,Mel
Melinda,Mel,Mendy,Mindy
Melissa,Mel,Missy
Melody,Mel
Michaela,Mickey,Micky
Michelle,Micky,Shell
Miranda,Mindy,Randy
Wilhelmina,Minnie,Willie
Nancy,Nan,Nance
Annie,Nannie
Anne,Nanny
Natasha,Nat,Tash,Tasha,Teri
Natalie,Nat
Natalya,Nat
Eleanor,Nell
Ellen,Nell
Helen,Nell
Agnes,Nessie
Annette,Nettie
Jeannette,Nettie
Nicola,Nic,Nicki,Nicky,Nikki
Nichola,Nic
Nicole,Nic,Nicki,Nicky,Nikki
Noreen,Norrie
Norette,Norrie
Olive,Ollie
Olwen,Ollie
Pamela,Pam,Pammy
Patricia,Pat,Patsy,Patty,Tricia,Trish,Trisha
Penelope,Penny
Euphemia,Phemie
Philippa,Phil,Pippa
Philomena,Phil
Molly,Polly
Priscilla,Prissy
Prudence,Prue
Rachel,Rae
Marilla,Rilla
Rose,Rosie
Rosemary,Rosie
Roxana,Roxy
Roxane,Roxy
Roxanne,Roxy
Saffron,Saffy
Sally,Sal
Samantha,Sam,Sammi,Sammie,Sammy
Sandra,Sandy
Sharon,Shaz
Shirley,Shirl
Stacey,Stace
Stephanie,Stef,Steff,Steffi,Steffie,Steffy,Steph,Stephie,Stevie
Susan,Su,Sue,Susie,Susy,Suzi,Suzie,Suzy
Suzanne,Suze
Susanna,Suze
Tammy,Tammie
Terry,Terri,Terrie
Teresa,Terri,Terrie,Terry,Tess
Theresa,Tessy
Theodora,Theo
Antonia,Toni,Tonia
Beatrix,Trixie
Trudy,Trudi,Trudie
Valerie,Val
Victoria,Vic,Vickey,Vicki,Vickie,Vicky,Vikki
Lavinia,Vinnie
Vivian,Viv
William,Willie
Mae,Willie
Winifred,Winnie
